 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   27000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97988 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34055  280.00000
   27100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34056  280.00000
   27200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34057  280.00000
   27300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34057  280.00000
   27400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34058  280.00000
   27500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34059  280.00000
   27600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34059  280.00000
   27700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34060  280.00000
   27800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34061  280.00000
   27900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34061  280.00000
   28000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34062  280.00000
   28100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97989 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34062  280.00000
   28200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34063  280.00000
   28300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34063  280.00000
   28400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34064  280.00000
   28500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34064  280.00000
   28600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34064  280.00000
   28700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34065  280.00000
   28800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34065  280.00000
   28900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34065  280.00000
   29000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34066  280.00000
   29100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34066  280.00000
   29200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34066  280.00000
   29300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34067  280.00000
   29400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34067  280.00000
   29500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34067  280.00000
   29600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34067  280.00000
   29700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34068  280.00000
   29800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34068  280.00000
   29900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34068  280.00000
   30000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34068  280.00000
   30100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34068  280.00000
   30200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34069  280.00000
   30800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97990 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   30900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   31000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   31100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   31200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   31300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
   31400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34070  280.00000
